ws_id,extraction_type_class,quality_group,waterpoint_type_group
54740,other,,other
54741,gravity,good,communal standpipe
54742,gravity,good,communal standpipe
54743,other,good,other
54744,gravity,good,communal standpipe
54745,submersible,good,communal standpipe
54746,gravity,good,communal standpipe
54747,handpump,good,hand pump
54748,other,good,other
54749,motorpump,good,communal standpipe
54750,gravity,good,communal standpipe
54751,handpump,good,hand pump
54752,other,good,other
54753,handpump,good,hand pump
54754,gravity,good,communal standpipe
54755,motorpump,good,communal standpipe
54756,submersible,good,communal standpipe
54757,motorpump,good,communal standpipe
54758,gravity,milky,other
54759,other,colored,other
54760,handpump,good,hand pump
54762,gravity,good,communal standpipe
54763,gravity,good,communal standpipe
54764,gravity,good,communal standpipe
54765,handpump,good,hand pump
54766,gravity,good,communal standpipe
54767,handpump,good,hand pump
54768,handpump,good,hand pump
54769,gravity,good,communal standpipe
54770,handpump,good,hand pump
54772,submersible,good,communal standpipe
54773,handpump,good,hand pump
54774,handpump,good,hand pump
54775,gravity,good,communal standpipe
54776,gravity,good,communal standpipe
54778,submersible,good,communal standpipe
54779,gravity,good,communal standpipe
54780,submersible,salty,communal standpipe
54781,handpump,milky,hand pump
54782,handpump,good,hand pump
54783,gravity,colored,communal standpipe
54785,other,good,other
54786,handpump,good,hand pump
54787,submersible,good,communal standpipe
54788,other,milky,other
54789,handpump,good,hand pump
54790,gravity,good,communal standpipe
54791,gravity,good,communal standpipe
54792,submersible,good,communal standpipe
54793,gravity,good,communal standpipe
54794,gravity,good,communal standpipe
54795,submersible,salty,communal standpipe
54796,submersible,good,communal standpipe
54797,gravity,good,hand pump
54798,other,good,other
54799,handpump,salty,hand pump
54800,handpump,good,hand pump
54802,submersible,good,communal standpipe
54803,gravity,colored,communal standpipe
54804,gravity,good,communal standpipe
54805,handpump,salty,hand pump
54806,submersible,good,communal standpipe
54807,handpump,salty,hand pump
54809,gravity,good,communal standpipe
54810,handpump,good,hand pump
54811,handpump,good,hand pump
54812,gravity,good,communal standpipe
54813,motorpump,salty,communal standpipe
54814,gravity,good,improved spring
54815,other,,other
54816,other,good,other
54817,motorpump,good,communal standpipe
54818,handpump,good,hand pump
54819,submersible,good,communal standpipe
54820,gravity,good,communal standpipe
54821,handpump,salty,hand pump
54822,handpump,good,hand pump
54823,other,good,improved spring
54824,gravity,good,communal standpipe
54825,handpump,good,hand pump
54826,gravity,good,other
54827,handpump,good,hand pump
54828,handpump,good,hand pump
54829,motorpump,good,communal standpipe
54831,handpump,good,hand pump
54832,handpump,salty,hand pump
54833,handpump,salty,hand pump
54834,gravity,good,communal standpipe
54835,other,good,other
54836,gravity,good,communal standpipe
54837,gravity,good,communal standpipe
54838,gravity,good,communal standpipe
54839,gravity,good,improved spring
54840,gravity,good,communal standpipe
54841,gravity,good,communal standpipe
54843,submersible,salty,other
54844,gravity,good,communal standpipe
54845,gravity,good,communal standpipe
54846,handpump,good,hand pump
54847,motorpump,,communal standpipe
54848,gravity,,communal standpipe
54849,handpump,good,hand pump
54850,handpump,good,hand pump
54852,gravity,good,communal standpipe
54853,gravity,good,communal standpipe
54854,gravity,good,communal standpipe
54855,handpump,good,hand pump
54856,gravity,good,communal standpipe
54858,gravity,good,communal standpipe
54859,gravity,good,communal standpipe
54860,handpump,good,hand pump
54861,gravity,good,communal standpipe
54862,other,good,other
54863,gravity,good,communal standpipe
54864,handpump,salty,hand pump
54866,gravity,good,communal standpipe
54867,other,good,other
54868,handpump,good,hand pump
54869,gravity,good,communal standpipe
54870,gravity,good,communal standpipe
54871,submersible,good,communal standpipe
54872,gravity,good,communal standpipe
54873,handpump,good,hand pump
54874,handpump,good,hand pump
54875,motorpump,good,communal standpipe
54876,gravity,good,communal standpipe
54877,handpump,good,hand pump
54878,other,milky,other
54880,gravity,good,communal standpipe
54881,gravity,good,communal standpipe
54882,handpump,good,hand pump
54883,handpump,salty,hand pump
54884,motorpump,good,communal standpipe
54885,handpump,good,hand pump
54886,handpump,good,hand pump
54887,submersible,good,communal standpipe
54888,handpump,salty,hand pump
54889,motorpump,good,communal standpipe
54890,gravity,good,communal standpipe
54891,gravity,good,communal standpipe
54892,handpump,good,hand pump
54893,handpump,salty,hand pump
54894,submersible,good,communal standpipe
54895,gravity,good,communal standpipe
54896,gravity,good,communal standpipe
54897,handpump,good,hand pump
54898,gravity,good,communal standpipe
54899,gravity,good,communal standpipe
54900,gravity,good,communal standpipe
54901,handpump,good,hand pump
54902,handpump,good,hand pump
54903,handpump,good,hand pump
54904,other,good,other
54905,gravity,good,communal standpipe
54906,gravity,good,communal standpipe
54907,gravity,good,improved spring
54909,other,good,communal standpipe
54910,handpump,good,hand pump
54911,handpump,good,hand pump
54912,gravity,good,communal standpipe
54913,gravity,good,other
54914,other,good,other
54915,handpump,good,hand pump
54916,handpump,good,hand pump
54917,handpump,,hand pump
54918,handpump,salty,hand pump
54919,other,,other
54920,handpump,,hand pump
54921,other,,other
54922,handpump,good,hand pump
54923,handpump,good,hand pump
54924,other,good,hand pump
54925,handpump,good,hand pump
54927,rope pump,good,hand pump
54929,other,salty,other
54930,handpump,good,hand pump
54931,gravity,good,communal standpipe
54932,gravity,good,communal standpipe
54933,gravity,good,communal standpipe
54935,gravity,good,communal standpipe
54936,gravity,good,communal standpipe
54937,gravity,good,communal standpipe
54938,submersible,good,communal standpipe
54939,gravity,good,communal standpipe
54940,gravity,good,communal standpipe
54941,motorpump,good,other
54942,handpump,good,hand pump
54943,handpump,milky,hand pump
54944,submersible,good,communal standpipe
54945,gravity,good,communal standpipe
54946,gravity,good,communal standpipe
54947,handpump,good,hand pump
54948,gravity,good,communal standpipe
54949,handpump,,hand pump
54950,gravity,good,communal standpipe
54951,handpump,good,hand pump
54952,gravity,good,communal standpipe
54953,gravity,good,communal standpipe
54954,handpump,good,hand pump
54955,gravity,good,communal standpipe
54956,gravity,good,communal standpipe
54957,handpump,good,hand pump
54958,motorpump,good,communal standpipe
54959,gravity,good,other
54961,gravity,good,other
54962,other,good,communal standpipe
54963,motorpump,,communal standpipe
54964,gravity,good,other
54965,handpump,good,hand pump
54966,gravity,good,communal standpipe
54967,gravity,good,communal standpipe
54969,gravity,good,communal standpipe
54970,other,good,other
54971,gravity,good,communal standpipe
54972,submersible,good,communal standpipe
54973,gravity,good,communal standpipe
54974,gravity,good,communal standpipe
54975,handpump,good,hand pump
54976,gravity,good,communal standpipe
54977,gravity,good,communal standpipe
54978,other,good,other
54979,gravity,good,communal standpipe
54980,gravity,good,communal standpipe
54981,gravity,good,communal standpipe
54982,submersible,good,communal standpipe
54983,handpump,good,hand pump
54984,handpump,colored,hand pump
54985,handpump,salty,hand pump
54986,submersible,good,hand pump
54988,handpump,good,hand pump
54989,handpump,salty,hand pump
54990,gravity,good,communal standpipe
54991,handpump,good,hand pump
54992,handpump,good,hand pump
54993,handpump,salty,hand pump
54995,gravity,good,communal standpipe
54996,gravity,good,communal standpipe
54997,gravity,good,communal standpipe
54998,handpump,good,hand pump
54999,gravity,good,communal standpipe
55000,gravity,good,communal standpipe
55001,gravity,salty,communal standpipe
55002,handpump,good,hand pump
55003,other,salty,other
55004,handpump,salty,hand pump
55005,handpump,milky,hand pump
55006,motorpump,good,communal standpipe
55007,gravity,good,communal standpipe
55008,handpump,good,hand pump
55009,gravity,good,communal standpipe
55010,gravity,good,communal standpipe
55011,handpump,good,hand pump
55013,gravity,good,communal standpipe
55014,gravity,good,communal standpipe
55015,gravity,good,communal standpipe
55016,gravity,good,other
55017,gravity,good,communal standpipe
55018,handpump,salty,hand pump
55019,submersible,,communal standpipe
55020,gravity,good,communal standpipe
55021,handpump,salty,hand pump
55022,gravity,good,communal standpipe
55023,gravity,good,communal standpipe
55024,handpump,good,hand pump
55025,gravity,good,communal standpipe
55026,handpump,good,hand pump
55027,gravity,good,communal standpipe
55028,gravity,good,communal standpipe
55029,rope pump,good,hand pump
55031,handpump,salty,hand pump
55032,gravity,good,communal standpipe
55033,handpump,good,hand pump
55034,motorpump,good,communal standpipe
55035,gravity,good,communal standpipe
55036,submersible,good,communal standpipe
55037,gravity,good,communal standpipe
55038,motorpump,good,communal standpipe
55039,gravity,,communal standpipe
55041,submersible,salty,communal standpipe
55042,handpump,,hand pump
55043,handpump,good,hand pump
55044,gravity,good,communal standpipe
55045,gravity,good,communal standpipe
55046,submersible,good,communal standpipe
55047,submersible,good,communal standpipe
55048,motorpump,good,communal standpipe
55049,gravity,good,communal standpipe
55050,handpump,salty,hand pump
55051,other,good,other
55055,handpump,good,hand pump
55056,submersible,good,communal standpipe
55057,motorpump,,communal standpipe
55058,submersible,good,communal standpipe
55059,gravity,good,communal standpipe
55060,handpump,milky,hand pump
55061,gravity,good,communal standpipe
55062,other,,other
55064,gravity,good,communal standpipe
55065,gravity,good,communal standpipe
55066,other,,other
55067,handpump,good,hand pump
55069,handpump,good,hand pump
55070,gravity,good,communal standpipe
55071,handpump,good,hand pump
55072,handpump,good,hand pump
55073,gravity,good,communal standpipe
55075,gravity,good,communal standpipe
55076,gravity,good,communal standpipe
55077,gravity,good,communal standpipe
55078,gravity,good,communal standpipe
55079,other,good,other
55081,motorpump,,communal standpipe
55083,handpump,good,hand pump
55084,handpump,good,hand pump
55085,gravity,good,communal standpipe
55086,gravity,good,communal standpipe
55087,gravity,good,communal standpipe
55089,gravity,good,communal standpipe
55090,gravity,good,communal standpipe
55091,gravity,good,communal standpipe
55092,gravity,good,communal standpipe
55093,gravity,good,communal standpipe
55094,motorpump,salty,other
55095,other,good,communal standpipe
55096,gravity,good,communal standpipe
55098,gravity,good,communal standpipe
55099,submersible,good,communal standpipe
55100,handpump,good,hand pump
55102,handpump,salty,hand pump
55103,submersible,salty,communal standpipe
55104,handpump,good,hand pump
55105,gravity,good,communal standpipe
55106,gravity,good,communal standpipe
55108,gravity,good,communal standpipe
55109,handpump,good,hand pump
55110,rope pump,good,communal standpipe
55111,submersible,good,communal standpipe
55112,gravity,good,communal standpipe
55113,gravity,good,communal standpipe
55114,other,milky,other
55115,gravity,good,communal standpipe
55116,gravity,good,communal standpipe
55117,gravity,good,communal standpipe
55118,gravity,good,communal standpipe
55119,submersible,good,communal standpipe
55120,gravity,good,communal standpipe
55121,gravity,good,communal standpipe
55122,handpump,good,hand pump
55123,handpump,good,hand pump
55124,gravity,good,communal standpipe
55125,handpump,good,hand pump
55126,gravity,good,communal standpipe
55127,submersible,salty,communal standpipe
55128,handpump,good,hand pump
55129,gravity,good,communal standpipe
55130,motorpump,salty,communal standpipe
55131,handpump,good,hand pump
55132,other,good,other
55133,other,,other
55134,gravity,good,communal standpipe
